county,date,status,number
Jefferson,2018-08-02,APPROVED,1
Jefferson,2018-08-03,APPROVED,8
Jefferson,2018-08-04,APPROVED,1
Jefferson,2018-08-05,APPROVED,1
Jefferson,2018-08-06,APPROVED,4
Jefferson,2018-08-07,APPROVED,3
Jefferson,2018-08-07,DENIED,1
Jefferson,2018-08-08,APPROVED,6
Jefferson,2018-08-09,APPROVED,3
Jefferson,2018-08-10,APPROVED,5
Jefferson,2018-08-11,APPROVED,7
Jefferson,2018-08-11,DENIED,1
Jefferson,2018-08-12,APPROVED,1
Jefferson,2018-08-13,APPROVED,3
Jefferson,2018-08-14,APPROVED,1
Jefferson,2018-08-15,APPROVED,2
Jefferson,2018-08-16,APPROVED,3
Jefferson,2018-08-17,APPROVED,4
Jefferson,2018-08-18,APPROVED,2
Jefferson,2018-08-20,APPROVED,3
Jefferson,2018-08-21,APPROVED,3
Jefferson,2018-08-22,APPROVED,3
Jefferson,2018-08-23,APPROVED,1
Jefferson,2018-08-24,APPROVED,5
Jefferson,2018-08-25,APPROVED,2
Jefferson,2018-08-27,APPROVED,3
Jefferson,2018-08-28,APPROVED,1
Jefferson,2018-08-28,DENIED,2
Jefferson,2018-08-29,APPROVED,2
Jefferson,2018-08-30,APPROVED,5
Jefferson,2018-08-31,APPROVED,7
Jefferson,2018-09-01,APPROVED,4
Jefferson,2018-09-02,APPROVED,2
Jefferson,2018-09-04,APPROVED,5
Jefferson,2018-09-04,DENIED,1
Jefferson,2018-09-05,APPROVED,5
Jefferson,2018-09-06,APPROVED,3
Jefferson,2018-09-07,APPROVED,4
Jefferson,2018-09-08,APPROVED,3
Jefferson,2018-09-10,APPROVED,2
Jefferson,2018-09-11,APPROVED,3
Jefferson,2018-09-11,DENIED,1
Jefferson,2018-09-12,APPROVED,4
Jefferson,2018-09-13,APPROVED,7
Jefferson,2018-09-14,APPROVED,7
Jefferson,2018-09-15,APPROVED,2
Jefferson,2018-09-16,APPROVED,3
Jefferson,2018-09-17,APPROVED,1
Jefferson,2018-09-18,APPROVED,9
Jefferson,2018-09-20,APPROVED,1
Jefferson,2018-09-21,APPROVED,4
Jefferson,2018-09-22,APPROVED,4
Jefferson,2018-09-23,APPROVED,1
Jefferson,2018-09-24,APPROVED,3
Jefferson,2018-09-25,APPROVED,7
Jefferson,2018-09-26,APPROVED,2
Jefferson,2018-09-27,APPROVED,4
Jefferson,2018-09-28,APPROVED,2
Jefferson,2018-09-29,APPROVED,2
Jefferson,2018-10-01,APPROVED,3
Jefferson,2018-10-02,APPROVED,6
Jefferson,2018-10-03,APPROVED,1
Jefferson,2018-10-04,APPROVED,6
Jefferson,2018-10-05,APPROVED,6
Jefferson,2018-10-06,CANCELED,1
Jefferson,2018-10-07,APPROVED,2
Jefferson,2018-10-09,APPROVED,5
Jefferson,2018-10-10,APPROVED,6
Jefferson,2018-10-11,APPROVED,5
Jefferson,2018-10-12,APPROVED,6
Jefferson,2018-10-13,APPROVED,2
Jefferson,2018-10-15,APPROVED,4
Jefferson,2018-10-16,APPROVED,1
Jefferson,2018-10-17,APPROVED,1
Jefferson,2018-10-18,APPROVED,1
Jefferson,2018-10-19,APPROVED,2
Jefferson,2018-10-21,APPROVED,1
Jefferson,2018-10-23,APPROVED,6
Jefferson,2018-10-24,APPROVED,1
Jefferson,2018-10-25,APPROVED,4
Jefferson,2018-10-25,CANCELED,1
Jefferson,2018-10-26,APPROVED,4
Jefferson,2018-10-27,APPROVED,2
Jefferson,2018-10-28,APPROVED,1
Jefferson,2018-10-29,APPROVED,4
Jefferson,2018-10-30,APPROVED,2
Jefferson,2018-10-31,APPROVED,1
Jefferson,2018-11-01,APPROVED,3
Jefferson,2018-11-02,APPROVED,4
Jefferson,2018-11-03,APPROVED,3
Jefferson,2018-11-04,APPROVED,1
Jefferson,2018-11-05,APPROVED,4
Jefferson,2018-11-06,APPROVED,2
Jefferson,2018-11-07,APPROVED,5
Jefferson,2018-11-08,APPROVED,1
Jefferson,2018-11-09,APPROVED,7
Jefferson,2018-11-10,APPROVED,2
Jefferson,2018-11-11,APPROVED,1
Jefferson,2018-11-12,APPROVED,3
Jefferson,2018-11-13,APPROVED,3
Jefferson,2018-11-14,APPROVED,3
Jefferson,2018-11-15,APPROVED,5
Jefferson,2018-11-16,APPROVED,8
Jefferson,2018-11-17,APPROVED,5
Jefferson,2018-11-18,APPROVED,3
Jefferson,2018-11-19,APPROVED,4
Jefferson,2018-11-20,APPROVED,5
Jefferson,2018-11-21,APPROVED,9
Jefferson,2018-11-23,APPROVED,13
Jefferson,2018-11-24,APPROVED,1
Jefferson,2018-11-25,APPROVED,1
Jefferson,2018-11-26,APPROVED,7
Jefferson,2018-11-27,APPROVED,3
Jefferson,2018-11-28,APPROVED,4
Jefferson,2018-11-29,APPROVED,1
Jefferson,2018-11-30,APPROVED,5
Jefferson,2018-12-01,APPROVED,8
Jefferson,2018-12-03,APPROVED,3
Jefferson,2018-12-03,CANCELED,1
Jefferson,2018-12-03,DENIED,1
Jefferson,2018-12-04,APPROVED,2
Jefferson,2018-12-05,APPROVED,2
Jefferson,2018-12-06,APPROVED,2
Jefferson,2018-12-07,APPROVED,7
Jefferson,2018-12-08,APPROVED,2
Jefferson,2018-12-10,APPROVED,2
Jefferson,2018-12-11,APPROVED,3
Jefferson,2018-12-12,APPROVED,7
Jefferson,2018-12-13,APPROVED,5
Jefferson,2018-12-14,APPROVED,10
Jefferson,2018-12-15,APPROVED,4
Jefferson,2018-12-17,APPROVED,2
Jefferson,2018-12-19,APPROVED,5
Jefferson,2018-12-20,APPROVED,9
Jefferson,2018-12-21,APPROVED,6
Jefferson,2018-12-22,APPROVED,6
Jefferson,2018-12-22,CANCELED,1
Jefferson,2018-12-23,APPROVED,1
Jefferson,2018-12-24,APPROVED,3
Jefferson,2018-12-26,APPROVED,6
Jefferson,2018-12-28,APPROVED,3
Jefferson,2018-12-29,APPROVED,2
Jefferson,2018-12-31,APPROVED,1
Jefferson,2019-01-01,APPROVED,1
Jefferson,2019-01-02,APPROVED,4
Jefferson,2019-01-03,APPROVED,2
Jefferson,2019-01-04,APPROVED,7
Jefferson,2019-01-08,APPROVED,1
Jefferson,2019-01-09,APPROVED,3
Jefferson,2019-01-11,APPROVED,3
Jefferson,2019-01-12,APPROVED,1
Jefferson,2019-01-13,APPROVED,1
Jefferson,2019-01-14,APPROVED,7
Jefferson,2019-01-14,CANCELED,1
Jefferson,2019-01-15,APPROVED,1
Jefferson,2019-01-16,APPROVED,1
Jefferson,2019-01-17,APPROVED,2
Jefferson,2019-01-18,APPROVED,2
Jefferson,2019-01-19,APPROVED,3
Jefferson,2019-01-20,APPROVED,3
Jefferson,2019-01-21,APPROVED,1
Jefferson,2019-01-22,APPROVED,1
Jefferson,2019-01-23,APPROVED,1
Jefferson,2019-01-24,APPROVED,5
Jefferson,2019-01-25,APPROVED,2
Jefferson,2019-01-26,APPROVED,3
Jefferson,2019-01-27,APPROVED,1
Jefferson,2019-01-28,APPROVED,1
Jefferson,2019-01-29,APPROVED,1
Jefferson,2019-01-30,APPROVED,1
Jefferson,2019-01-31,APPROVED,3
Jefferson,2019-02-01,APPROVED,5
Jefferson,2019-02-02,APPROVED,6
Jefferson,2019-02-03,APPROVED,2
Jefferson,2019-02-05,APPROVED,5
Jefferson,2019-02-05,CANCELED,1
Jefferson,2019-02-06,APPROVED,5
Jefferson,2019-02-07,APPROVED,2
Jefferson,2019-02-08,APPROVED,5
Jefferson,2019-02-08,DENIED,1
Jefferson,2019-02-09,APPROVED,2
Jefferson,2019-02-10,APPROVED,3
Jefferson,2019-02-11,APPROVED,5
Jefferson,2019-02-12,APPROVED,4
Jefferson,2019-02-13,APPROVED,4
Jefferson,2019-02-14,APPROVED,12
Jefferson,2019-02-15,APPROVED,13
Jefferson,2019-02-16,APPROVED,5
Jefferson,2019-02-17,APPROVED,1
Jefferson,2019-02-18,APPROVED,1
Jefferson,2019-02-19,APPROVED,8
Jefferson,2019-02-20,APPROVED,5
Jefferson,2019-02-21,APPROVED,5
Jefferson,2019-02-22,APPROVED,5
Jefferson,2019-02-23,APPROVED,2
Jefferson,2019-02-25,APPROVED,2
Jefferson,2019-02-26,APPROVED,4
Jefferson,2019-02-27,APPROVED,4
Jefferson,2019-02-28,APPROVED,6
Jefferson,2019-02-28,CANCELED,2
Jefferson,2019-03-01,APPROVED,5
Jefferson,2019-03-01,CANCELED,1
Jefferson,2019-03-01,DENIED,1
Jefferson,2019-03-02,APPROVED,33
Jefferson,2019-03-02,CANCELED,1
Jefferson,2019-03-03,CANCELED,1
Jefferson,2019-03-03,DENIED,1
Jefferson,2019-03-04,APPROVED,1
Jefferson,2019-03-05,APPROVED,3
Jefferson,2019-03-06,APPROVED,3
Jefferson,2019-03-07,APPROVED,4
Jefferson,2019-03-08,APPROVED,7
Jefferson,2019-03-09,APPROVED,7
Jefferson,2019-03-10,APPROVED,9
Jefferson,2019-03-11,APPROVED,4
Jefferson,2019-03-12,APPROVED,7
Jefferson,2019-03-13,APPROVED,4
Jefferson,2019-03-13,CANCELED,3
Jefferson,2019-03-13,DENIED,1
Jefferson,2019-03-14,APPROVED,3
Jefferson,2019-03-15,APPROVED,6
Jefferson,2019-03-15,DENIED,2
Jefferson,2019-03-16,APPROVED,4
Jefferson,2019-03-17,APPROVED,1
Jefferson,2019-03-18,APPROVED,5
Jefferson,2019-03-19,APPROVED,4
Jefferson,2019-03-20,APPROVED,2
Jefferson,2019-03-20,CANCELED,1
Jefferson,2019-03-20,DENIED,1
Jefferson,2019-03-21,APPROVED,1
Jefferson,2019-03-21,DENIED,1
Jefferson,2019-03-22,APPROVED,1
Jefferson,2019-03-23,APPROVED,2
Jefferson,2019-03-24,APPROVED,1
Jefferson,2019-03-24,CANCELED,1
Jefferson,2019-03-25,APPROVED,6
Jefferson,2019-03-26,APPROVED,7
Jefferson,2019-03-27,APPROVED,11
Jefferson,2019-03-28,APPROVED,2
Jefferson,2019-03-29,APPROVED,5
Jefferson,2019-03-29,CANCELED,1
Jefferson,2019-03-30,APPROVED,5
Jefferson,2019-03-31,APPROVED,1
Jefferson,2019-04-01,APPROVED,5
Jefferson,2019-04-02,APPROVED,3
Jefferson,2019-04-03,APPROVED,5
Jefferson,2019-04-04,APPROVED,4
Jefferson,2019-04-05,APPROVED,2
Jefferson,2019-04-06,APPROVED,6
Jefferson,2019-04-06,CANCELED,1
Jefferson,2019-04-07,APPROVED,1
Jefferson,2019-04-08,APPROVED,3
Jefferson,2019-04-09,APPROVED,3
Jefferson,2019-04-10,APPROVED,3
Jefferson,2019-04-11,APPROVED,5
Jefferson,2019-04-13,APPROVED,3
Jefferson,2019-04-16,APPROVED,7
Jefferson,2019-04-17,APPROVED,4
Jefferson,2019-04-18,APPROVED,1
Jefferson,2019-04-19,APPROVED,3
Jefferson,2019-04-20,APPROVED,3
Jefferson,2019-04-20,DENIED,1
Jefferson,2019-04-22,APPROVED,2
Jefferson,2019-04-23,APPROVED,5
Jefferson,2019-04-24,APPROVED,5
Jefferson,2019-04-25,APPROVED,1
Jefferson,2019-04-26,APPROVED,2
Jefferson,2019-04-27,APPROVED,6
Jefferson,2019-04-29,APPROVED,1
Jefferson,2019-04-30,APPROVED,4
Jefferson,2019-05-01,APPROVED,1
Jefferson,2019-05-02,APPROVED,3
Jefferson,2019-05-03,APPROVED,4
Jefferson,2019-05-04,APPROVED,2
Jefferson,2019-05-05,APPROVED,1
Jefferson,2019-05-06,APPROVED,2
Jefferson,2019-05-07,APPROVED,5
Jefferson,2019-05-08,APPROVED,1
Jefferson,2019-05-09,APPROVED,1
Jefferson,2019-05-10,APPROVED,4
Jefferson,2019-05-11,APPROVED,1
Jefferson,2019-05-12,APPROVED,1
Jefferson,2019-05-13,APPROVED,1
Jefferson,2019-05-14,APPROVED,3
Jefferson,2019-05-15,APPROVED,3
Jefferson,2019-05-16,APPROVED,3
Jefferson,2019-05-17,APPROVED,2
Jefferson,2019-05-18,APPROVED,5
Jefferson,2019-05-19,APPROVED,1
Jefferson,2019-05-20,APPROVED,1
Jefferson,2019-05-21,APPROVED,5
Jefferson,2019-05-22,APPROVED,6
Jefferson,2019-05-23,APPROVED,3
Jefferson,2019-05-24,APPROVED,4
Jefferson,2019-05-25,APPROVED,2
Jefferson,2019-05-27,APPROVED,1
Jefferson,2019-05-28,APPROVED,3
Jefferson,2019-05-28,CANCELED,1
Jefferson,2019-05-29,APPROVED,3
Jefferson,2019-05-30,APPROVED,3
Jefferson,2019-05-31,APPROVED,4
Jefferson,2019-06-01,APPROVED,3
Jefferson,2019-06-02,APPROVED,1
Jefferson,2019-06-03,APPROVED,3
Jefferson,2019-06-04,APPROVED,1
Jefferson,2019-06-05,APPROVED,2
Jefferson,2019-06-06,APPROVED,1
Jefferson,2019-06-07,APPROVED,1
Jefferson,2019-06-08,APPROVED,1
Jefferson,2019-06-09,APPROVED,1
Jefferson,2019-06-10,APPROVED,1
Jefferson,2019-06-11,APPROVED,1
Jefferson,2019-06-12,APPROVED,3
Jefferson,2019-06-13,APPROVED,3
Jefferson,2019-06-14,APPROVED,2
Jefferson,2019-06-15,APPROVED,3
Jefferson,2019-06-16,APPROVED,2
Jefferson,2019-06-17,APPROVED,1
Jefferson,2019-06-18,APPROVED,4
Jefferson,2019-06-19,APPROVED,1
Jefferson,2019-06-20,APPROVED,2
Jefferson,2019-06-21,APPROVED,2
Jefferson,2019-06-22,APPROVED,3
Jefferson,2019-06-23,APPROVED,1
Jefferson,2019-06-24,APPROVED,2
Jefferson,2019-06-25,APPROVED,1
Jefferson,2019-06-25,CANCELED,1
Jefferson,2019-06-26,APPROVED,1
Jefferson,2019-06-27,APPROVED,2
Jefferson,2019-06-28,APPROVED,4
Jefferson,2019-07-01,APPROVED,1
Jefferson,2019-07-02,APPROVED,2
Jefferson,2019-07-03,APPROVED,2
Jefferson,2019-07-03,DENIED,1
Jefferson,2019-07-04,APPROVED,1
Jefferson,2019-07-06,APPROVED,3
Jefferson,2019-07-08,APPROVED,1
Jefferson,2019-07-09,APPROVED,2
Jefferson,2019-07-10,APPROVED,3
Jefferson,2019-07-11,APPROVED,2
Jefferson,2019-07-12,APPROVED,5
Jefferson,2019-07-13,APPROVED,2
Jefferson,2019-07-14,APPROVED,2
Jefferson,2019-07-15,APPROVED,2
Jefferson,2019-07-16,APPROVED,1
Jefferson,2019-07-17,APPROVED,1
Jefferson,2019-07-18,APPROVED,1
Jefferson,2019-07-19,APPROVED,8
Jefferson,2019-07-20,APPROVED,2
Jefferson,2019-07-21,APPROVED,1
Jefferson,2019-07-22,APPROVED,1
Jefferson,2019-07-24,APPROVED,1
Jefferson,2019-07-25,APPROVED,3
Jefferson,2019-07-26,APPROVED,4
Jefferson,2019-07-27,APPROVED,6
Jefferson,2019-07-28,APPROVED,1
Jefferson,2019-07-30,APPROVED,3
Jefferson,2019-07-31,APPROVED,2
Jefferson,2019-08-01,APPROVED,2
Jefferson,2019-08-02,APPROVED,5
Jefferson,2019-08-03,APPROVED,1
Jefferson,2019-08-04,APPROVED,2
Jefferson,2019-08-05,APPROVED,1
Jefferson,2019-08-06,APPROVED,3
Jefferson,2019-08-07,APPROVED,5
Jefferson,2019-08-08,APPROVED,1
Jefferson,2019-08-09,APPROVED,5
Jefferson,2019-08-10,APPROVED,1
Jefferson,2019-08-12,APPROVED,2
Jefferson,2019-08-13,APPROVED,2
Jefferson,2019-08-14,APPROVED,2
Jefferson,2019-08-15,APPROVED,2
Jefferson,2019-08-16,APPROVED,2
Jefferson,2019-08-17,APPROVED,2
Jefferson,2019-08-19,APPROVED,3
Jefferson,2019-08-20,APPROVED,2
Jefferson,2019-08-21,APPROVED,1
Jefferson,2019-08-22,APPROVED,3
Jefferson,2019-08-22,CANCELED,1
Jefferson,2019-08-24,APPROVED,7
Jefferson,2019-08-27,APPROVED,3
Jefferson,2019-08-28,APPROVED,3
Jefferson,2019-08-30,APPROVED,2
Jefferson,2019-08-30,CANCELED,1
Jefferson,2019-08-31,APPROVED,4
Jefferson,2019-09-01,APPROVED,3
Jefferson,2019-09-02,APPROVED,1
Jefferson,2019-09-03,APPROVED,8
Jefferson,2019-09-04,APPROVED,5
Jefferson,2019-09-05,APPROVED,3
Jefferson,2019-09-06,APPROVED,8
Jefferson,2019-09-07,APPROVED,3
Jefferson,2019-09-10,APPROVED,5
Jefferson,2019-09-11,APPROVED,3
Jefferson,2019-09-12,APPROVED,2
Jefferson,2019-09-14,APPROVED,2
Jefferson,2019-09-15,APPROVED,1
Jefferson,2019-09-17,APPROVED,1
Jefferson,2019-09-18,APPROVED,1
Jefferson,2019-09-19,APPROVED,4
Jefferson,2019-09-20,APPROVED,1
Jefferson,2019-09-21,APPROVED,3
Jefferson,2019-09-22,APPROVED,2
Jefferson,2019-09-23,APPROVED,1
Jefferson,2019-09-24,APPROVED,5
Jefferson,2019-09-25,APPROVED,7
Jefferson,2019-09-26,APPROVED,4
Jefferson,2019-09-27,APPROVED,4
Jefferson,2019-09-28,APPROVED,1
Jefferson,2019-09-29,APPROVED,1
Jefferson,2019-09-30,APPROVED,1
Jefferson,2019-10-01,APPROVED,2
Jefferson,2019-10-03,APPROVED,1
Jefferson,2019-10-04,APPROVED,6
Jefferson,2019-10-05,APPROVED,1
Jefferson,2019-10-07,APPROVED,3
Jefferson,2019-10-08,APPROVED,3
Jefferson,2019-10-09,APPROVED,1
Jefferson,2019-10-10,APPROVED,4
Jefferson,2019-10-11,APPROVED,2
Jefferson,2019-10-12,APPROVED,2
Jefferson,2019-10-15,APPROVED,1
Jefferson,2019-10-15,CANCELED,1
Jefferson,2019-10-16,APPROVED,2
Jefferson,2019-10-17,APPROVED,2
Jefferson,2019-10-18,APPROVED,2
Jefferson,2019-10-19,APPROVED,1
Jefferson,2019-10-20,APPROVED,2
Jefferson,2019-10-21,APPROVED,1
Jefferson,2019-10-22,APPROVED,2
Jefferson,2019-10-22,CANCELED,1
Jefferson,2019-10-23,APPROVED,1
Jefferson,2019-10-25,APPROVED,7
Jefferson,2019-10-26,APPROVED,4
Jefferson,2019-10-27,APPROVED,1
Jefferson,2019-10-28,APPROVED,2
Jefferson,2019-10-28,DENIED,1
Jefferson,2019-10-29,APPROVED,4
Jefferson,2019-10-30,APPROVED,2
Jefferson,2019-10-31,APPROVED,3
Jefferson,2019-11-01,APPROVED,7
Jefferson,2019-11-02,APPROVED,5
Jefferson,2019-11-03,APPROVED,1
Jefferson,2019-11-04,APPROVED,2
Jefferson,2019-11-05,APPROVED,5
Jefferson,2019-11-06,APPROVED,2
Jefferson,2019-11-08,APPROVED,1
Jefferson,2019-11-09,APPROVED,3
Jefferson,2019-11-10,APPROVED,3
Jefferson,2019-11-11,APPROVED,1
Jefferson,2019-11-12,APPROVED,2
Jefferson,2019-11-13,APPROVED,5
Jefferson,2019-11-14,APPROVED,2
Jefferson,2019-11-15,APPROVED,1
Jefferson,2019-11-16,APPROVED,6
Jefferson,2019-11-17,APPROVED,4
Jefferson,2019-11-18,APPROVED,2
Jefferson,2019-11-19,APPROVED,3
Jefferson,2019-11-19,DENIED,1
Jefferson,2019-11-20,APPROVED,2
Jefferson,2019-11-21,APPROVED,1
Jefferson,2019-11-22,APPROVED,4
Jefferson,2019-11-23,APPROVED,4
Jefferson,2019-11-24,APPROVED,1
Jefferson,2019-11-25,APPROVED,4
Jefferson,2019-11-26,APPROVED,3
Jefferson,2019-11-27,CANCELED,1
Jefferson,2019-11-29,APPROVED,18
Jefferson,2019-11-30,APPROVED,2
Jefferson,2019-12-01,APPROVED,1
Jefferson,2019-12-02,APPROVED,3
Jefferson,2019-12-03,APPROVED,3
Jefferson,2019-12-04,DENIED,1
Jefferson,2019-12-05,APPROVED,1
Jefferson,2019-12-06,APPROVED,5
Jefferson,2019-12-07,APPROVED,2
Jefferson,2019-12-08,APPROVED,3
Jefferson,2019-12-09,APPROVED,1
Jefferson,2019-12-10,APPROVED,3
Jefferson,2019-12-11,APPROVED,4
Jefferson,2019-12-11,DENIED,1
Jefferson,2019-12-12,APPROVED,2
Jefferson,2019-12-13,APPROVED,9
Jefferson,2019-12-14,APPROVED,3
Jefferson,2019-12-15,DENIED,1
Jefferson,2019-12-16,APPROVED,1
Jefferson,2019-12-17,APPROVED,9
Jefferson,2019-12-18,APPROVED,6
Jefferson,2019-12-19,APPROVED,1
Jefferson,2019-12-20,APPROVED,10
Jefferson,2019-12-21,APPROVED,8
Jefferson,2019-12-22,APPROVED,2
Jefferson,2019-12-23,APPROVED,3
Jefferson,2019-12-24,APPROVED,4
Jefferson,2019-12-26,APPROVED,3
Jefferson,2019-12-28,APPROVED,1
Jefferson,2019-12-28,DENIED,1
Jefferson,2019-12-29,APPROVED,2
Jefferson,2019-12-30,APPROVED,3
Jefferson,2019-12-31,APPROVED,3
Jefferson,2020-01-01,APPROVED,2
Jefferson,2020-01-02,APPROVED,1
Jefferson,2020-01-03,APPROVED,5
Jefferson,2020-01-04,APPROVED,4
Jefferson,2020-01-06,APPROVED,1
Jefferson,2020-01-07,APPROVED,3
Jefferson,2020-01-08,APPROVED,6
Jefferson,2020-01-08,CANCELED,1
Jefferson,2020-01-08,DENIED,1
Jefferson,2020-01-09,APPROVED,2
Jefferson,2020-01-10,APPROVED,2
Jefferson,2020-01-11,APPROVED,2
Jefferson,2020-01-12,APPROVED,1
Jefferson,2020-01-13,APPROVED,3
Jefferson,2020-01-14,APPROVED,2
Jefferson,2020-01-15,APPROVED,5
Jefferson,2020-01-16,APPROVED,1
Jefferson,2020-01-17,APPROVED,2
Jefferson,2020-01-17,DENIED,1
Jefferson,2020-01-18,APPROVED,3
Jefferson,2020-01-19,APPROVED,2
Jefferson,2020-01-20,APPROVED,2
Jefferson,2020-01-21,APPROVED,1
Jefferson,2020-01-22,APPROVED,2
Jefferson,2020-01-23,APPROVED,1
Jefferson,2020-01-24,APPROVED,2
Jefferson,2020-01-25,APPROVED,2
Jefferson,2020-01-26,APPROVED,2
Jefferson,2020-01-28,APPROVED,1
Jefferson,2020-01-29,APPROVED,1
Jefferson,2020-01-30,APPROVED,1
Jefferson,2020-01-31,APPROVED,7
Jefferson,2020-02-01,APPROVED,1
Jefferson,2020-02-02,APPROVED,1
Jefferson,2020-02-04,APPROVED,2
Jefferson,2020-02-05,APPROVED,3
Jefferson,2020-02-06,APPROVED,1
Jefferson,2020-02-07,APPROVED,2
Jefferson,2020-02-08,APPROVED,4
Jefferson,2020-02-09,APPROVED,1
Jefferson,2020-02-10,APPROVED,1
Jefferson,2020-02-11,APPROVED,3
Jefferson,2020-02-12,APPROVED,6
Jefferson,2020-02-14,APPROVED,3
Jefferson,2020-02-15,APPROVED,7
Jefferson,2020-02-16,APPROVED,1
Jefferson,2020-02-18,APPROVED,6
Jefferson,2020-02-19,APPROVED,2
Jefferson,2020-02-20,APPROVED,3
Jefferson,2020-02-21,APPROVED,3
Jefferson,2020-02-22,APPROVED,3
Jefferson,2020-02-23,APPROVED,1
Jefferson,2020-02-24,APPROVED,2
Jefferson,2020-02-25,APPROVED,6
Jefferson,2020-02-26,APPROVED,7
Jefferson,2020-02-27,APPROVED,9
Jefferson,2020-02-28,APPROVED,7
Jefferson,2020-02-29,APPROVED,6
Jefferson,2020-03-01,APPROVED,21
Jefferson,2020-03-01,CANCELED,1
Jefferson,2020-03-02,APPROVED,9
Jefferson,2020-03-03,APPROVED,9
Jefferson,2020-03-04,APPROVED,3
Jefferson,2020-03-05,APPROVED,9
Jefferson,2020-03-06,APPROVED,5
Jefferson,2020-03-06,DENIED,1
Jefferson,2020-03-07,APPROVED,37
Jefferson,2020-03-07,CANCELED,1
Jefferson,2020-03-08,APPROVED,4
Jefferson,2020-03-09,APPROVED,2
Jefferson,2020-03-10,APPROVED,4
Jefferson,2020-03-11,APPROVED,5
Jefferson,2020-03-12,APPROVED,7
Jefferson,2020-03-12,CANCELED,1
Jefferson,2020-03-13,APPROVED,11
Jefferson,2020-03-13,DENIED,1
Jefferson,2020-03-14,APPROVED,7
Jefferson,2020-03-14,DENIED,1
Jefferson,2020-03-15,APPROVED,7
Jefferson,2020-03-16,APPROVED,5
Jefferson,2020-03-17,APPROVED,11
Jefferson,2020-03-18,APPROVED,10
Jefferson,2020-03-18,DENIED,1
Jefferson,2020-03-19,APPROVED,11
Jefferson,2020-03-20,APPROVED,10
Jefferson,2020-03-20,DENIED,1
Jefferson,2020-03-21,APPROVED,4
Jefferson,2020-03-22,APPROVED,2
Jefferson,2020-03-23,APPROVED,4
Jefferson,2020-03-24,APPROVED,6
Jefferson,2020-03-25,APPROVED,7
Jefferson,2020-03-25,CANCELED,1
Jefferson,2020-03-26,APPROVED,4
Jefferson,2020-03-27,APPROVED,10
Jefferson,2020-03-28,APPROVED,2
Jefferson,2020-03-29,APPROVED,1
Jefferson,2020-03-30,APPROVED,1
Jefferson,2020-03-31,APPROVED,6
Jefferson,2020-03-31,DENIED,1
Jefferson,2020-04-01,APPROVED,3
Jefferson,2020-04-02,APPROVED,5
Jefferson,2020-04-02,CANCELED,1
Jefferson,2020-04-03,APPROVED,13
Jefferson,2020-04-04,APPROVED,7
Jefferson,2020-04-06,APPROVED,2
Jefferson,2020-04-07,APPROVED,5
Jefferson,2020-04-08,APPROVED,2
Jefferson,2020-04-08,CANCELED,1
Jefferson,2020-04-09,APPROVED,6
Jefferson,2020-04-09,CANCELED,2
Jefferson,2020-04-10,APPROVED,3
Jefferson,2020-04-10,CANCELED,1
Jefferson,2020-04-11,APPROVED,6
Jefferson,2020-04-13,APPROVED,6
Jefferson,2020-04-14,APPROVED,11
Jefferson,2020-04-15,APPROVED,14
Jefferson,2020-04-15,CANCELED,1
Jefferson,2020-04-16,APPROVED,4
Jefferson,2020-04-16,DENIED,1
Jefferson,2020-04-17,APPROVED,9
Jefferson,2020-04-18,APPROVED,14
Jefferson,2020-04-18,CANCELED,1
Jefferson,2020-04-19,APPROVED,5
Jefferson,2020-04-20,APPROVED,7
Jefferson,2020-04-20,CANCELED,1
Jefferson,2020-04-21,APPROVED,3
Jefferson,2020-04-22,APPROVED,3
Jefferson,2020-04-23,APPROVED,5
Jefferson,2020-04-23,CANCELED,1
Jefferson,2020-04-24,APPROVED,10
Jefferson,2020-04-24,CANCELED,1
Jefferson,2020-04-25,APPROVED,3
Jefferson,2020-04-27,APPROVED,6
Jefferson,2020-04-28,APPROVED,6
Jefferson,2020-04-29,APPROVED,7
Jefferson,2020-04-29,CANCELED,1
Jefferson,2020-04-30,APPROVED,4
Jefferson,2020-04-30,DENIED,1
Jefferson,2020-05-01,APPROVED,9
Jefferson,2020-05-01,DENIED,1
Jefferson,2020-05-02,APPROVED,4
Jefferson,2020-05-03,APPROVED,3
Jefferson,2020-05-03,CANCELED,1
Jefferson,2020-05-04,APPROVED,5
Jefferson,2020-05-05,APPROVED,7
Jefferson,2020-05-06,APPROVED,5
Jefferson,2020-05-06,CANCELED,1
Jefferson,2020-05-07,APPROVED,4
Jefferson,2020-05-08,APPROVED,8
Jefferson,2020-05-08,DENIED,1
Jefferson,2020-05-09,APPROVED,2
Jefferson,2020-05-10,APPROVED,2
Jefferson,2020-05-11,APPROVED,7
Jefferson,2020-05-11,DENIED,1
Jefferson,2020-05-12,APPROVED,4
Jefferson,2020-05-13,APPROVED,6
Jefferson,2020-05-14,APPROVED,4
Jefferson,2020-05-15,APPROVED,7
Jefferson,2020-05-16,APPROVED,5
Jefferson,2020-05-17,APPROVED,5
Jefferson,2020-05-18,APPROVED,3
Jefferson,2020-05-19,APPROVED,2
Jefferson,2020-05-20,APPROVED,7
Jefferson,2020-05-21,APPROVED,5
Jefferson,2020-05-22,APPROVED,8
Jefferson,2020-05-22,CANCELED,2
Jefferson,2020-05-23,APPROVED,5
