county,date,status,number
Coos,2020-07-13,CANCELED,2
Coos,2020-07-14,APPROVED,11
Coos,2020-07-14,CANCELED,1
Coos,2020-07-15,APPROVED,25
Coos,2020-07-15,CANCELED,1
Coos,2020-07-16,APPROVED,16
Coos,2020-07-16,CANCELED,2
Coos,2020-07-17,APPROVED,26
Coos,2020-07-17,CANCELED,1
Coos,2020-07-17,DENIED,1
Coos,2020-07-18,APPROVED,15
Coos,2020-07-18,CANCELED,2
Coos,2020-07-19,APPROVED,3
Coos,2020-07-20,APPROVED,20
Coos,2020-07-20,CANCELED,2
Coos,2020-07-21,APPROVED,18
Coos,2020-07-21,DENIED,1
Coos,2020-07-21,PENDING,1
Coos,2020-07-22,APPROVED,19
Coos,2020-07-22,CANCELED,1
Coos,2020-07-23,APPROVED,27
Coos,2020-07-23,CANCELED,1
Coos,2020-07-23,DENIED,1
Coos,2020-07-24,APPROVED,18
Coos,2020-07-25,APPROVED,21
Coos,2020-07-25,CANCELED,1
Coos,2020-07-26,APPROVED,12
Coos,2020-07-27,APPROVED,22
Coos,2020-07-28,APPROVED,23
Coos,2020-07-28,CANCELED,3
Coos,2020-07-29,APPROVED,15
Coos,2020-07-29,CANCELED,1
Coos,2020-07-30,APPROVED,19
Coos,2020-07-30,DENIED,1
Coos,2020-07-30,PENDING,2
Coos,2020-07-31,APPROVED,30
Coos,2020-08-01,APPROVED,19
Coos,2020-08-01,PENDING,1
Coos,2020-08-02,APPROVED,12
Coos,2020-08-03,APPROVED,23
Coos,2020-08-03,CANCELED,1
Coos,2020-08-04,APPROVED,17
Coos,2020-08-04,CANCELED,4
Coos,2020-08-05,APPROVED,23
Coos,2020-08-05,CANCELED,1
Coos,2020-08-06,APPROVED,15
Coos,2020-08-06,CANCELED,1
Coos,2020-08-07,APPROVED,32
Coos,2020-08-07,CANCELED,1
Coos,2020-08-08,APPROVED,15
Coos,2020-08-08,CANCELED,1
Coos,2020-08-09,APPROVED,6
Coos,2020-08-10,APPROVED,24
Coos,2020-08-10,CANCELED,1
Coos,2020-08-10,DENIED,1
Coos,2020-08-10,PENDING,1
Coos,2020-08-11,APPROVED,12
Coos,2020-08-12,APPROVED,22
Coos,2020-08-12,CANCELED,1
Coos,2020-08-13,APPROVED,25
Coos,2020-08-13,PENDING,1
Coos,2020-08-14,APPROVED,29
Coos,2020-08-14,CANCELED,4
Coos,2020-08-15,APPROVED,15
Coos,2020-08-15,CANCELED,1
Coos,2020-08-16,APPROVED,10
Coos,2020-08-17,APPROVED,11
Coos,2020-08-17,CANCELED,1
Coos,2020-08-18,APPROVED,18
Coos,2020-08-18,DENIED,2
Coos,2020-08-19,APPROVED,23
Coos,2020-08-20,APPROVED,17
Coos,2020-08-21,APPROVED,30
Coos,2020-08-21,CANCELED,1
Coos,2020-08-22,APPROVED,19
Coos,2020-08-23,APPROVED,2
Coos,2020-08-24,APPROVED,19
Coos,2020-08-24,CANCELED,1
Coos,2020-08-25,APPROVED,13
Coos,2020-08-25,CANCELED,1
Coos,2020-08-25,DENIED,1
Coos,2020-08-25,PENDING,1
Coos,2020-08-26,APPROVED,18
Coos,2020-08-26,CANCELED,1
Coos,2020-08-27,APPROVED,19
Coos,2020-08-27,CANCELED,1
Coos,2020-08-28,APPROVED,33
Coos,2020-08-28,CANCELED,1
Coos,2020-08-28,DENIED,1
Coos,2020-08-29,APPROVED,12
Coos,2020-08-30,APPROVED,5
Coos,2020-08-31,APPROVED,24
Coos,2020-09-01,APPROVED,16
Coos,2020-09-01,CANCELED,1
Coos,2020-09-02,APPROVED,10
Coos,2020-09-02,CANCELED,1
Coos,2020-09-02,PENDING,1
Coos,2020-09-03,APPROVED,17
Coos,2020-09-03,CANCELED,1
Coos,2020-09-04,APPROVED,25
Coos,2020-09-04,CANCELED,1
Coos,2020-09-05,APPROVED,14
Coos,2020-09-05,DENIED,1
Coos,2020-09-06,APPROVED,9
Coos,2020-09-07,APPROVED,10
Coos,2020-09-07,CANCELED,1
Coos,2020-09-07,DENIED,1
Coos,2020-09-08,APPROVED,12
Coos,2020-09-09,APPROVED,15
Coos,2020-09-09,DENIED,1
Coos,2020-09-10,APPROVED,11
Coos,2020-09-10,CANCELED,1
Coos,2020-09-10,DENIED,1
Coos,2020-09-11,APPROVED,29
Coos,2020-09-11,DENIED,3
Coos,2020-09-12,APPROVED,13
Coos,2020-09-13,APPROVED,2
Coos,2020-09-13,CANCELED,1
Coos,2020-09-14,APPROVED,22
Coos,2020-09-14,CANCELED,3
Coos,2020-09-14,PENDING,1
Coos,2020-09-15,APPROVED,18
Coos,2020-09-15,CANCELED,1
Coos,2020-09-16,APPROVED,17
Coos,2020-09-17,APPROVED,27
Coos,2020-09-17,CANCELED,1
Coos,2020-09-18,APPROVED,19
Coos,2020-09-18,PENDING,1
Coos,2020-09-19,APPROVED,11
Coos,2020-09-19,CANCELED,1
Coos,2020-09-20,APPROVED,4
Coos,2020-09-21,APPROVED,14
Coos,2020-09-21,CANCELED,1
Coos,2020-09-22,APPROVED,16
Coos,2020-09-22,CANCELED,2
Coos,2020-09-23,APPROVED,20
Coos,2020-09-23,CANCELED,2
Coos,2020-09-23,PENDING,1
Coos,2020-09-24,APPROVED,24
Coos,2020-09-24,CANCELED,1
Coos,2020-09-25,APPROVED,23
Coos,2020-09-26,APPROVED,22
Coos,2020-09-26,DENIED,1
Coos,2020-09-27,APPROVED,3
Coos,2020-09-28,APPROVED,28
Coos,2020-09-28,DENIED,1
Coos,2020-09-29,APPROVED,16
Coos,2020-09-29,CANCELED,1
Coos,2020-09-29,PENDING,1
Coos,2020-09-30,APPROVED,22
Coos,2020-10-01,APPROVED,21
Coos,2020-10-01,CANCELED,1
Coos,2020-10-01,PENDING,1
Coos,2020-10-02,APPROVED,31
Coos,2020-10-03,APPROVED,17
Coos,2020-10-03,CANCELED,2
Coos,2020-10-03,PENDING,1
Coos,2020-10-04,APPROVED,10
Coos,2020-10-04,CANCELED,1
Coos,2020-10-04,PENDING,2
Coos,2020-10-05,APPROVED,23
Coos,2020-10-05,DENIED,1
Coos,2020-10-06,APPROVED,16
Coos,2020-10-07,APPROVED,23
Coos,2020-10-08,APPROVED,28
Coos,2020-10-08,CANCELED,1
Coos,2020-10-09,APPROVED,26
Coos,2020-10-09,PENDING,1
Coos,2020-10-10,APPROVED,20
Coos,2020-10-10,DENIED,1
Coos,2020-10-11,APPROVED,12
Coos,2020-10-12,APPROVED,17
Coos,2020-10-12,DENIED,1
Coos,2020-10-12,PENDING,1
Coos,2020-10-13,APPROVED,13
Coos,2020-10-13,CANCELED,1
Coos,2020-10-14,APPROVED,15
Coos,2020-10-14,CANCELED,1
Coos,2020-10-15,APPROVED,27
Coos,2020-10-16,APPROVED,19
Coos,2020-10-17,APPROVED,21
Coos,2020-10-18,APPROVED,2
Coos,2020-10-19,APPROVED,19
Coos,2020-10-19,CANCELED,1
Coos,2020-10-20,APPROVED,18
Coos,2020-10-21,APPROVED,16
Coos,2020-10-22,APPROVED,18
Coos,2020-10-22,CANCELED,1
Coos,2020-10-22,PENDING,1
Coos,2020-10-23,APPROVED,32
Coos,2020-10-23,CANCELED,3
Coos,2020-10-24,APPROVED,23
Coos,2020-10-24,CANCELED,1
Coos,2020-10-25,APPROVED,9
Coos,2020-10-26,APPROVED,24
Coos,2020-10-27,APPROVED,22
Coos,2020-10-28,APPROVED,23
Coos,2020-10-28,PENDING,1
Coos,2020-10-29,APPROVED,19
Coos,2020-10-30,APPROVED,38
Coos,2020-10-30,PENDING,1
Coos,2020-10-31,APPROVED,27
Coos,2020-10-31,CANCELED,2
Coos,2020-10-31,DENIED,1
Coos,2020-11-01,APPROVED,6
Coos,2020-11-02,APPROVED,26
Coos,2020-11-02,CANCELED,1
Coos,2020-11-03,APPROVED,20
Coos,2020-11-03,CANCELED,1
Coos,2020-11-03,DENIED,1
Coos,2020-11-04,APPROVED,30
Coos,2020-11-04,CANCELED,1
Coos,2020-11-04,DENIED,1
Coos,2020-11-05,APPROVED,19
Coos,2020-11-05,CANCELED,1
Coos,2020-11-05,PENDING,1
Coos,2020-11-06,APPROVED,36
Coos,2020-11-06,DENIED,1
Coos,2020-11-07,APPROVED,27
Coos,2020-11-08,APPROVED,15
Coos,2020-11-09,APPROVED,32
Coos,2020-11-09,CANCELED,1
Coos,2020-11-10,APPROVED,14
Coos,2020-11-10,CANCELED,1
Coos,2020-11-10,PENDING,1
Coos,2020-11-11,APPROVED,23
Coos,2020-11-12,APPROVED,17
Coos,2020-11-12,DENIED,1
Coos,2020-11-13,APPROVED,31
Coos,2020-11-13,CANCELED,2
Coos,2020-11-14,APPROVED,19
Coos,2020-11-14,CANCELED,1
Coos,2020-11-15,APPROVED,16
Coos,2020-11-16,APPROVED,33
Coos,2020-11-17,APPROVED,16
Coos,2020-11-17,DENIED,1
Coos,2020-11-17,PENDING,1
Coos,2020-11-18,APPROVED,25
Coos,2020-11-18,DENIED,1
Coos,2020-11-19,APPROVED,24
Coos,2020-11-19,CANCELED,1
Coos,2020-11-20,APPROVED,31
Coos,2020-11-21,APPROVED,26
Coos,2020-11-22,APPROVED,15
Coos,2020-11-23,APPROVED,20
Coos,2020-11-23,PENDING,1
Coos,2020-11-24,APPROVED,22
Coos,2020-11-24,DENIED,1
Coos,2020-11-25,APPROVED,28
Coos,2020-11-27,APPROVED,40
Coos,2020-11-28,APPROVED,26
Coos,2020-11-28,CANCELED,1
Coos,2020-11-29,APPROVED,6
Coos,2020-11-30,APPROVED,23
Coos,2020-11-30,CANCELED,1
Coos,2020-12-01,APPROVED,27
Coos,2020-12-01,DENIED,1
Coos,2020-12-02,APPROVED,30
Coos,2020-12-03,APPROVED,20
Coos,2020-12-04,APPROVED,25
Coos,2020-12-04,CANCELED,1
Coos,2020-12-05,APPROVED,23
Coos,2020-12-05,CANCELED,1
Coos,2020-12-06,APPROVED,7
Coos,2020-12-06,CANCELED,1
Coos,2020-12-07,APPROVED,29
Coos,2020-12-08,APPROVED,19
Coos,2020-12-08,CANCELED,2
Coos,2020-12-09,APPROVED,20
Coos,2020-12-09,DENIED,1
Coos,2020-12-10,APPROVED,31
Coos,2020-12-11,APPROVED,34
Coos,2020-12-11,CANCELED,1
Coos,2020-12-11,DENIED,1
Coos,2020-12-12,APPROVED,27
Coos,2020-12-12,CANCELED,1
Coos,2020-12-13,APPROVED,11
Coos,2020-12-14,APPROVED,20
Coos,2020-12-14,CANCELED,1
Coos,2020-12-14,DENIED,1
Coos,2020-12-14,PENDING,1
Coos,2020-12-15,APPROVED,19
Coos,2020-12-15,CANCELED,1
Coos,2020-12-16,APPROVED,23
Coos,2020-12-16,CANCELED,1
Coos,2020-12-17,APPROVED,25
Coos,2020-12-17,DENIED,1
Coos,2020-12-18,APPROVED,37
Coos,2020-12-19,APPROVED,29
Coos,2020-12-20,APPROVED,10
Coos,2020-12-21,APPROVED,39
Coos,2020-12-22,APPROVED,20
Coos,2020-12-22,DENIED,1
Coos,2020-12-23,APPROVED,34
Coos,2020-12-23,PENDING,1
Coos,2020-12-24,APPROVED,28
Coos,2020-12-24,DENIED,1
Coos,2020-12-26,APPROVED,13
Coos,2020-12-27,APPROVED,6
Coos,2020-12-28,APPROVED,21
Coos,2020-12-29,APPROVED,15
Coos,2020-12-29,CANCELED,1
Coos,2020-12-30,APPROVED,15
Coos,2020-12-31,APPROVED,15
Coos,2021-01-01,APPROVED,9
Coos,2021-01-02,APPROVED,19
Coos,2021-01-02,CANCELED,1
Coos,2021-01-02,DENIED,1
Coos,2021-01-03,APPROVED,4
Coos,2021-01-04,APPROVED,25
Coos,2021-01-04,DENIED,1
Coos,2021-01-05,APPROVED,23
Coos,2021-01-05,CANCELED,1
Coos,2021-01-06,APPROVED,21
Coos,2021-01-06,CANCELED,3
Coos,2021-01-07,APPROVED,27
Coos,2021-01-07,DENIED,1
Coos,2021-01-08,APPROVED,28
Coos,2021-01-09,APPROVED,37
Coos,2021-01-09,CANCELED,2
Coos,2021-01-10,APPROVED,7
Coos,2021-01-10,PENDING,1
Coos,2021-01-11,APPROVED,41
Coos,2021-01-11,DENIED,1
Coos,2021-01-12,APPROVED,31
Coos,2021-01-12,CANCELED,1
Coos,2021-01-13,APPROVED,36
Coos,2021-01-13,CANCELED,1
Coos,2021-01-14,APPROVED,36
Coos,2021-01-14,CANCELED,1
Coos,2021-01-15,APPROVED,50
Coos,2021-01-15,CANCELED,2
Coos,2021-01-16,APPROVED,30
Coos,2021-01-16,PENDING,1
Coos,2021-01-17,APPROVED,16
Coos,2021-01-18,APPROVED,34
Coos,2021-01-18,CANCELED,2
Coos,2021-01-19,APPROVED,29
Coos,2021-01-20,APPROVED,41
Coos,2021-01-21,APPROVED,24
Coos,2021-01-22,APPROVED,28
Coos,2021-01-23,APPROVED,17
Coos,2021-01-24,APPROVED,9
Coos,2021-01-24,PENDING,1
Coos,2021-01-25,APPROVED,27
Coos,2021-01-26,APPROVED,16
Coos,2021-01-27,APPROVED,32
Coos,2021-01-27,CANCELED,1
Coos,2021-01-27,DENIED,1
Coos,2021-01-27,PENDING,1
Coos,2021-01-28,APPROVED,23
Coos,2021-01-28,CANCELED,1
Coos,2021-01-28,DENIED,1
Coos,2021-01-29,APPROVED,23
Coos,2021-01-29,CANCELED,1
Coos,2021-01-29,DENIED,1
Coos,2021-01-30,APPROVED,16
Coos,2021-01-30,CANCELED,1
Coos,2021-01-31,APPROVED,6
Coos,2021-02-01,APPROVED,18
Coos,2021-02-01,CANCELED,1
Coos,2021-02-02,APPROVED,12
Coos,2021-02-03,APPROVED,22
Coos,2021-02-03,DENIED,1
Coos,2021-02-04,APPROVED,20
Coos,2021-02-04,DENIED,1
Coos,2021-02-05,APPROVED,20
Coos,2021-02-06,APPROVED,11
Coos,2021-02-06,CANCELED,1
Coos,2021-02-07,APPROVED,5
Coos,2021-02-08,APPROVED,15
Coos,2021-02-09,APPROVED,11
Coos,2021-02-10,APPROVED,27
Coos,2021-02-10,DENIED,1
Coos,2021-02-10,PENDING,1
Coos,2021-02-11,APPROVED,12
Coos,2021-02-11,DENIED,1
Coos,2021-02-11,PENDING,1
Coos,2021-02-12,APPROVED,17
Coos,2021-02-12,DENIED,2
Coos,2021-02-13,APPROVED,16
Coos,2021-02-13,PENDING,1
Coos,2021-02-14,APPROVED,8
Coos,2021-02-15,APPROVED,18
Coos,2021-02-16,APPROVED,8
Coos,2021-02-17,APPROVED,27
Coos,2021-02-18,APPROVED,28
Coos,2021-02-18,DENIED,1
Coos,2021-02-19,APPROVED,22
Coos,2021-02-19,CANCELED,2
Coos,2021-02-20,APPROVED,19
Coos,2021-02-21,APPROVED,1
Coos,2021-02-21,CANCELED,1
Coos,2021-02-22,APPROVED,13
Coos,2021-02-22,CANCELED,1
Coos,2021-02-23,APPROVED,11
Coos,2021-02-23,CANCELED,1
Coos,2021-02-23,PENDING,1
Coos,2021-02-24,APPROVED,21
Coos,2021-02-25,APPROVED,18
Coos,2021-02-25,DENIED,2
Coos,2021-02-26,APPROVED,20
Coos,2021-02-26,CANCELED,1
Coos,2021-02-26,DENIED,2
Coos,2021-02-27,APPROVED,14
Coos,2021-02-28,APPROVED,4
Coos,2021-03-01,APPROVED,20
Coos,2021-03-01,CANCELED,1
Coos,2021-03-02,APPROVED,14
Coos,2021-03-02,CANCELED,1
Coos,2021-03-03,APPROVED,27
Coos,2021-03-04,APPROVED,22
Coos,2021-03-04,CANCELED,1
Coos,2021-03-04,DENIED,1
Coos,2021-03-05,APPROVED,27
Coos,2021-03-05,DENIED,2
Coos,2021-03-06,APPROVED,18
Coos,2021-03-07,APPROVED,5
Coos,2021-03-08,APPROVED,19
Coos,2021-03-09,APPROVED,12
Coos,2021-03-09,CANCELED,1
Coos,2021-03-10,APPROVED,25
Coos,2021-03-11,APPROVED,18
Coos,2021-03-12,APPROVED,28
Coos,2021-03-12,CANCELED,1
Coos,2021-03-12,DENIED,1
Coos,2021-03-13,APPROVED,20
Coos,2021-03-14,APPROVED,15
Coos,2021-03-15,APPROVED,20
Coos,2021-03-16,APPROVED,17
Coos,2021-03-16,PENDING,1
Coos,2021-03-17,APPROVED,42
Coos,2021-03-17,CANCELED,3
Coos,2021-03-17,DENIED,1
Coos,2021-03-18,APPROVED,43
Coos,2021-03-18,CANCELED,2
Coos,2021-03-18,PENDING,1
Coos,2021-03-19,APPROVED,39
Coos,2021-03-20,APPROVED,32
Coos,2021-03-20,CANCELED,1
Coos,2021-03-21,APPROVED,14
Coos,2021-03-21,CANCELED,1
Coos,2021-03-22,APPROVED,51
Coos,2021-03-22,CANCELED,2
Coos,2021-03-23,APPROVED,25
Coos,2021-03-23,CANCELED,1
Coos,2021-03-24,APPROVED,38
Coos,2021-03-24,CANCELED,3
Coos,2021-03-25,APPROVED,29
Coos,2021-03-25,CANCELED,2
Coos,2021-03-26,APPROVED,53
Coos,2021-03-26,CANCELED,4
Coos,2021-03-27,APPROVED,21
Coos,2021-03-27,CANCELED,1
Coos,2021-03-27,DENIED,1
Coos,2021-03-27,PENDING,1
Coos,2021-03-28,APPROVED,6
Coos,2021-03-29,APPROVED,34
Coos,2021-03-30,APPROVED,17
Coos,2021-03-31,APPROVED,27
Coos,2021-03-31,CANCELED,1
Coos,2021-03-31,PENDING,1
Coos,2021-04-01,APPROVED,18
Coos,2021-04-01,CANCELED,1
Coos,2021-04-02,APPROVED,31
Coos,2021-04-02,CANCELED,1
Coos,2021-04-02,PENDING,3
Coos,2021-04-03,APPROVED,30
Coos,2021-04-05,APPROVED,28
Coos,2021-04-06,APPROVED,20
Coos,2021-04-06,DENIED,2
Coos,2021-04-07,APPROVED,34
Coos,2021-04-07,CANCELED,1
Coos,2021-04-07,DENIED,2
Coos,2021-04-07,PENDING,2
Coos,2021-04-08,APPROVED,23
Coos,2021-04-08,DENIED,2
Coos,2021-04-08,PENDING,1
Coos,2021-04-09,APPROVED,35
Coos,2021-04-09,CANCELED,1
Coos,2021-04-10,APPROVED,21
Coos,2021-04-10,DENIED,2
Coos,2021-04-11,APPROVED,4
Coos,2021-04-12,APPROVED,28
Coos,2021-04-13,APPROVED,14
Coos,2021-04-14,APPROVED,18
Coos,2021-04-14,DENIED,1
Coos,2021-04-15,APPROVED,27
Coos,2021-04-15,CANCELED,1
Coos,2021-04-16,APPROVED,19
Coos,2021-04-17,APPROVED,14
Coos,2021-04-18,APPROVED,4
Coos,2021-04-19,APPROVED,17
Coos,2021-04-20,APPROVED,22
Coos,2021-04-20,CANCELED,1
Coos,2021-04-21,APPROVED,19
Coos,2021-04-21,CANCELED,1
Coos,2021-04-22,APPROVED,30
Coos,2021-04-22,PENDING,2
Coos,2021-04-23,APPROVED,28
Coos,2021-04-23,CANCELED,1
Coos,2021-04-23,PENDING,1
Coos,2021-04-24,APPROVED,15
Coos,2021-04-24,CANCELED,1
Coos,2021-04-25,APPROVED,4
Coos,2021-04-26,APPROVED,18
Coos,2021-04-27,APPROVED,12
Coos,2021-04-28,APPROVED,18
Coos,2021-04-29,APPROVED,18
Coos,2021-04-29,CANCELED,1
Coos,2021-04-30,APPROVED,31
Coos,2021-04-30,CANCELED,1
Coos,2021-04-30,DENIED,1
Coos,2021-04-30,PENDING,1
Coos,2021-05-01,APPROVED,16
Coos,2021-05-01,CANCELED,1
Coos,2021-05-01,PENDING,1
Coos,2021-05-02,APPROVED,6
Coos,2021-05-03,APPROVED,17
Coos,2021-05-03,CANCELED,1
Coos,2021-05-03,PENDING,1
Coos,2021-05-04,APPROVED,15
Coos,2021-05-05,APPROVED,20
Coos,2021-05-06,APPROVED,12
Coos,2021-05-06,CANCELED,2
Coos,2021-05-07,APPROVED,22
Coos,2021-05-07,CANCELED,1
Coos,2021-05-07,DENIED,2
Coos,2021-05-08,APPROVED,12
Coos,2021-05-09,APPROVED,4
Coos,2021-05-10,APPROVED,12
Coos,2021-05-10,CANCELED,1
Coos,2021-05-11,APPROVED,10
Coos,2021-05-11,CANCELED,1
Coos,2021-05-11,PENDING,1
Coos,2021-05-12,APPROVED,19
Coos,2021-05-12,CANCELED,1
Coos,2021-05-12,DENIED,1
Coos,2021-05-12,PENDING,1
Coos,2021-05-13,APPROVED,5
Coos,2021-05-13,PENDING,2
Coos,2021-05-14,APPROVED,22
Coos,2021-05-14,CANCELED,1
Coos,2021-05-15,APPROVED,7
Coos,2021-05-15,CANCELED,1
Coos,2021-05-15,PENDING,1
Coos,2021-05-16,APPROVED,3
Coos,2021-05-17,APPROVED,12
Coos,2021-05-17,PENDING,1
Coos,2021-05-18,APPROVED,6
Coos,2021-05-18,PENDING,1
Coos,2021-05-19,APPROVED,13
Coos,2021-05-19,DENIED,1
Coos,2021-05-19,PENDING,2
Coos,2021-05-20,APPROVED,19
Coos,2021-05-21,APPROVED,19
Coos,2021-05-22,APPROVED,8
Coos,2021-05-23,APPROVED,4
Coos,2021-05-24,APPROVED,20
Coos,2021-05-24,CANCELED,1
Coos,2021-05-25,APPROVED,12
Coos,2021-05-26,APPROVED,12
Coos,2021-05-26,CANCELED,2
Coos,2021-05-27,APPROVED,11
Coos,2021-05-27,PENDING,1
Coos,2021-05-28,APPROVED,15
Coos,2021-05-28,DENIED,1
Coos,2021-05-29,APPROVED,9
Coos,2021-05-30,APPROVED,4
Coos,2021-05-30,PENDING,1
Coos,2021-05-31,APPROVED,8
Coos,2021-05-31,PENDING,1
Coos,2021-06-01,APPROVED,13
Coos,2021-06-02,APPROVED,10
Coos,2021-06-03,APPROVED,13
Coos,2021-06-03,CANCELED,3
Coos,2021-06-03,DENIED,1
Coos,2021-06-04,APPROVED,9
Coos,2021-06-04,CANCELED,1
Coos,2021-06-05,APPROVED,11
Coos,2021-06-05,DENIED,1
Coos,2021-06-06,APPROVED,2
Coos,2021-06-07,APPROVED,14
Coos,2021-06-07,CANCELED,1
Coos,2021-06-08,APPROVED,12
Coos,2021-06-08,DENIED,1
Coos,2021-06-09,APPROVED,21
Coos,2021-06-09,CANCELED,1
Coos,2021-06-09,PENDING,1
Coos,2021-06-10,APPROVED,13
Coos,2021-06-11,APPROVED,18
Coos,2021-06-11,CANCELED,1
Coos,2021-06-12,APPROVED,12
Coos,2021-06-12,PENDING,1
Coos,2021-06-13,APPROVED,5
Coos,2021-06-14,APPROVED,11
Coos,2021-06-15,APPROVED,10
Coos,2021-06-15,CANCELED,1
Coos,2021-06-16,APPROVED,16
Coos,2021-06-16,CANCELED,1
Coos,2021-06-17,APPROVED,7
Coos,2021-06-18,APPROVED,29
Coos,2021-06-18,CANCELED,1
Coos,2021-06-19,APPROVED,18
Coos,2021-06-19,CANCELED,1
Coos,2021-06-19,DENIED,1
Coos,2021-06-19,PENDING,2
Coos,2021-06-20,APPROVED,7
Coos,2021-06-20,PENDING,1
Coos,2021-06-21,APPROVED,21
Coos,2021-06-22,APPROVED,10
Coos,2021-06-22,DENIED,1
Coos,2021-06-23,APPROVED,19
Coos,2021-06-23,DENIED,1
Coos,2021-06-24,APPROVED,9
Coos,2021-06-25,APPROVED,27
Coos,2021-06-26,APPROVED,8
Coos,2021-06-26,CANCELED,1
Coos,2021-06-26,DENIED,1
Coos,2021-06-27,APPROVED,3
Coos,2021-06-28,APPROVED,15
Coos,2021-06-29,APPROVED,14
Coos,2021-06-29,CANCELED,1
Coos,2021-06-30,APPROVED,22
Coos,2021-06-30,CANCELED,3
Coos,2021-07-01,APPROVED,17
Coos,2021-07-01,DENIED,1
Coos,2021-07-02,APPROVED,10
Coos,2021-07-02,DENIED,1
Coos,2021-07-03,APPROVED,6
Coos,2021-07-04,APPROVED,4
Coos,2021-07-05,APPROVED,13
Coos,2021-07-06,APPROVED,16
Coos,2021-07-07,APPROVED,11
Coos,2021-07-07,CANCELED,1
Coos,2021-07-08,APPROVED,16
Coos,2021-07-09,APPROVED,16
Coos,2021-07-09,CANCELED,1
Coos,2021-07-10,APPROVED,14
Coos,2021-07-10,CANCELED,1
Coos,2021-07-10,PENDING,2
Coos,2021-07-11,APPROVED,4
Coos,2021-07-11,PENDING,1
Coos,2021-07-12,APPROVED,11
Coos,2021-07-13,APPROVED,14
Coos,2021-07-13,DENIED,1
Coos,2021-07-13,PENDING,1
Coos,2021-07-14,APPROVED,21
Coos,2021-07-15,APPROVED,12
Coos,2021-07-15,CANCELED,1
Coos,2021-07-15,PENDING,1
Coos,2021-07-16,APPROVED,26
Coos,2021-07-16,CANCELED,2
Coos,2021-07-16,DENIED,1
Coos,2021-07-17,APPROVED,11
Coos,2021-07-17,PENDING,1
Coos,2021-07-18,APPROVED,6
Coos,2021-07-19,APPROVED,21
Coos,2021-07-19,PENDING,1
Coos,2021-07-20,APPROVED,9
Coos,2021-07-21,APPROVED,14
Coos,2021-07-21,PENDING,1
Coos,2021-07-22,APPROVED,17
Coos,2021-07-22,CANCELED,2
Coos,2021-07-23,APPROVED,23
Coos,2021-07-24,APPROVED,5
Coos,2021-07-25,APPROVED,4
Coos,2021-07-26,APPROVED,12
Coos,2021-07-26,DENIED,1
Coos,2021-07-27,APPROVED,14
Coos,2021-07-27,CANCELED,1
Coos,2021-07-28,APPROVED,15
Coos,2021-07-28,CANCELED,1
Coos,2021-07-29,APPROVED,10
Coos,2021-07-30,APPROVED,24
Coos,2021-07-30,CANCELED,1
Coos,2021-07-31,APPROVED,6
Coos,2021-08-01,APPROVED,8
Coos,2021-08-02,APPROVED,11
Coos,2021-08-03,APPROVED,19
Coos,2021-08-04,APPROVED,36
Coos,2021-08-04,CANCELED,1
Coos,2021-08-05,APPROVED,37
Coos,2021-08-05,CANCELED,1
Coos,2021-08-05,DENIED,1
Coos,2021-08-05,PENDING,2
Coos,2021-08-06,APPROVED,27
Coos,2021-08-06,CANCELED,1
Coos,2021-08-06,DENIED,2
Coos,2021-08-06,PENDING,2
Coos,2021-08-07,APPROVED,18
Coos,2021-08-07,PENDING,1
Coos,2021-08-08,APPROVED,14
Coos,2021-08-09,APPROVED,26
Coos,2021-08-09,DENIED,1
Coos,2021-08-10,APPROVED,14
Coos,2021-08-10,CANCELED,1
Coos,2021-08-11,APPROVED,16
Coos,2021-08-12,APPROVED,14
Coos,2021-08-12,PENDING,1
Coos,2021-08-13,APPROVED,15
Coos,2021-08-13,CANCELED,2
Coos,2021-08-14,APPROVED,10
Coos,2021-08-15,APPROVED,6
Coos,2021-08-16,APPROVED,16
Coos,2021-08-16,CANCELED,1
Coos,2021-08-16,DENIED,1
Coos,2021-08-17,APPROVED,15
Coos,2021-08-17,CANCELED,1
Coos,2021-08-18,APPROVED,13
Coos,2021-08-18,CANCELED,3
Coos,2021-08-18,PENDING,1
Coos,2021-08-19,APPROVED,15
Coos,2021-08-19,CANCELED,1
Coos,2021-08-20,APPROVED,24
Coos,2021-08-20,PENDING,1
Coos,2021-08-21,APPROVED,9
Coos,2021-08-21,PENDING,1
Coos,2021-08-22,APPROVED,9
Coos,2021-08-23,APPROVED,19
Coos,2021-08-23,CANCELED,2
Coos,2021-08-24,APPROVED,5
Coos,2021-08-25,APPROVED,22
Coos,2021-08-25,CANCELED,1
Coos,2021-08-26,APPROVED,16
Coos,2021-08-26,CANCELED,1
Coos,2021-08-26,PENDING,1
Coos,2021-08-27,APPROVED,19
Coos,2021-08-28,APPROVED,12
Coos,2021-08-28,CANCELED,1
Coos,2021-08-29,APPROVED,10
Coos,2021-08-29,PENDING,1
Coos,2021-08-30,APPROVED,7
Coos,2021-08-30,CANCELED,1
Coos,2021-08-30,PENDING,1
Coos,2021-08-31,APPROVED,11
Coos,2021-08-31,DENIED,1
Coos,2021-09-01,APPROVED,18
Coos,2021-09-01,CANCELED,1
Coos,2021-09-02,APPROVED,24
Coos,2021-09-02,PENDING,1
Coos,2021-09-03,APPROVED,17
Coos,2021-09-03,CANCELED,1
Coos,2021-09-03,PENDING,1
